iter	MAE
462	2.601640145
463	2.598613548
464	2.596862575
465	2.594549093
466	2.59342488
467	2.591510536
468	2.588957925
469	2.587815077
470	2.584813024
471	2.582585565
472	2.581795362
473	2.580587259
474	2.578059238
475	2.577099215
476	2.576013174
477	2.573224376
478	2.570109373
479	2.568049028
480	2.566461111
481	2.565069074
482	2.563519608
483	2.562090246
484	2.559935061
485	2.558046002
486	2.555386066
487	2.553492359
488	2.551957853
489	2.549944222
490	2.547491194
491	2.545491841
492	2.543458949
493	2.540545085
494	2.539564914
495	2.538133758
496	2.536040541
497	2.534153084
498	2.530848897
499	2.528243411
500	2.526926125
501	2.524852547
502	2.522491888
503	2.520401395
504	2.519142512
505	2.517001489
506	2.51567929
507	2.51354247
508	2.511676838
509	2.509586804
510	2.50770563
511	2.506303642
512	2.504508481
513	2.50274622
514	2.501187584
515	2.49987145
516	2.498887229
517	2.497193904
518	2.496024577
519	2.494425383
520	2.493445549
521	2.4909826
522	2.489281019
523	2.486899711
524	2.485536795
525	2.483820607
526	2.482105297
527	2.480165114
528	2.478585001
529	2.476460122
530	2.475301505
531	2.473474019
532	2.472278926
533	2.470419043
534	2.467961845
535	2.465995388
536	2.464479979
537	2.462530224
538	2.460719071
539	2.459251442
540	2.458023555
541	2.455918473
542	2.45459458
543	2.452889787
544	2.451678979
545	2.450767908
546	2.448718484
547	2.447775256
548	2.446607782
549	2.445367122
550	2.442142218
551	2.439846112
552	2.43879748
553	2.43754982
554	2.436180869
555	2.4344042
556	2.432815293
557	2.432055993
558	2.430222755
559	2.427211647
560	2.426128565
561	2.42403831
562	2.422646637
563	2.420334414
564	2.418418556
565	2.416367472
566	2.415079911
567	2.414361495
568	2.411767445
569	2.410617083
570	2.409954475
571	2.408570047
572	2.406802446
573	2.40449089
574	2.402510392
575	2.400599744
576	2.398720635
577	2.396712117
578	2.395108203
579	2.394365341
580	2.393471816
581	2.392369821
582	2.390512308
583	2.389120287
584	2.387694634
585	2.386453547
586	2.385855871
587	2.385461685
588	2.383760555
589	2.381125105
590	2.379380901
591	2.377994906
592	2.376467359
593	2.373675203
594	2.372857343
595	2.371474772
596	2.370551134
597	2.369270277
598	2.367354101
599	2.366518091
600	2.365032614
601	2.364243684
602	2.363360365
603	2.362100437
604	2.360651752
605	2.35923606
606	2.356646552
607	2.35583337
608	2.354487838
609	2.353392609
610	2.352946734
611	2.352207597
612	2.351183865
613	2.350413245
614	2.347954364
615	2.346397897
616	2.344217446
617	2.343749899
618	2.340962583
619	2.340097794
620	2.338794166
621	2.337011983
622	2.335859641
623	2.334780466
624	2.333688015
625	2.332660374
626	2.331701969
627	2.329888257
628	2.329365321
629	2.328463323
630	2.326437246
631	2.325131993
632	2.322733463
633	2.321014232
634	2.319977437
635	2.318815097
636	2.318136518
637	2.317487582
638	2.316393272
639	2.314205149
640	2.312741612
641	2.312043414
642	2.310655328
643	2.30899611
644	2.308417905
645	2.306342517
646	2.304396043
647	2.303092534
648	2.302206207
649	2.30114624
650	2.300532786
651	2.299201985
652	2.297991159
653	2.296861997
654	2.295155739
655	2.293510407
656	2.292400225
657	2.290993503
658	2.290216361
659	2.28961206
660	2.287574885
661	2.286499744
662	2.285147914
663	2.28362488
664	2.282248266
665	2.280913264
666	2.280486212
667	2.279651818
668	2.279122438
669	2.278051647
670	2.277463941
671	2.276403137
672	2.274131343
673	2.273362868
674	2.272343282
675	2.271460358
676	2.269924469
677	2.269228126
678	2.267345036
679	2.26605208
680	2.264899153
681	2.263779933
682	2.26270514
683	2.261489622
684	2.259403469
685	2.259160165
686	2.257792065
687	2.256927435
688	2.25640712
689	2.255379178
690	2.254192606
691	2.253079106
692	2.251670473
693	2.249803753
694	2.249046064
695	2.247030098
696	2.245520004
697	2.244793199
698	2.244224098
699	2.243127046
700	2.241602373
701	2.239462201
702	2.238116293
703	2.236830912
704	2.235755156
705	2.234304885
706	2.232217138
707	2.231906608
708	2.231169568
709	2.230135166
710	2.229254966
711	2.22780095
712	2.226441562
713	2.225794751
714	2.223313985
715	2.221887971
716	2.220590141
717	2.218885877
718	2.217742055
719	2.216840825
720	2.215014692
721	2.213817315
722	2.211935273
723	2.210611343
724	2.20957151
725	2.208417756
726	2.207166682
727	2.206712863
728	2.205064963
729	2.204236866
730	2.203402608
731	2.202678572
732	2.20166452
733	2.199869566
734	2.198539775
735	2.198267726
736	2.196445724
737	2.195732759
738	2.194550137
739	2.192994159
740	2.191897638
741	2.191041424
742	2.190482772
743	2.189047316
744	2.187807246
745	2.18628668
746	2.185404971
747	2.184517303
748	2.182943871
749	2.182338533
750	2.18113622
751	2.179629025
752	2.179001518
753	2.178387123
754	2.177759077
755	2.176021648
756	2.17523322
757	2.173572495
758	2.172462865
759	2.170968158
760	2.1698141
761	2.16893707
762	2.1677772
763	2.166612963
764	2.165680267
765	2.16453549
766	2.163482236
767	2.162381643
768	2.161288936
769	2.159686814
770	2.15817779
771	2.15729395
772	2.156696933
773	2.155602074
774	2.154700847
775	2.153150183
776	2.151916924
777	2.151026994
778	2.150187241
779	2.149645676
780	2.149001932
781	2.14834585
782	2.147396659
783	2.14548495
784	2.144579267
785	2.14369143
786	2.142770636
787	2.142330295
788	2.141252211
789	2.139881292
790	2.138873149
791	2.137149066
792	2.136298187
793	2.135321233
794	2.13403413
795	2.132588449
796	2.131640967
797	2.131056704
798	2.130227738
799	2.128972511
800	2.127926069
801	2.126972043
802	2.125678559
803	2.124812656
804	2.124014129
805	2.123436885
806	2.122317206
807	2.121631151
808	2.120983076
809	2.119358223
810	2.118799056
811	2.118190198
812	2.117595367
813	2.116896243
814	2.11652071
815	2.115736578
816	2.115390374
817	2.114672511
818	2.113634628
819	2.112612348
820	2.111892253
821	2.111178124
822	2.110547851
823	2.109722788
824	2.108805936
825	2.108212448
826	2.107330914
827	2.10622557
828	2.10546894
829	2.103808128
830	2.102987822
831	2.102480869
832	2.101694269
833	2.100748531
834	2.100324838
835	2.099591122
836	2.09890943
837	2.097768317
838	2.096620157
839	2.095607288
840	2.094854503
841	2.093811292
842	2.093200762
843	2.092358434
844	2.092076277
845	2.091143002
846	2.090615029
847	2.08962263
848	2.089134543
849	2.08730964
850	2.086889242
851	2.085895181
852	2.085205463
853	2.084532777
854	2.083757307
855	2.082799061
856	2.08188612
857	2.080940856
858	2.079957067
859	2.079559568
860	2.078914357
861	2.078263546
862	2.077069556
863	2.076260544
864	2.075467916
865	2.0746233
866	2.073711457
867	2.072690462
868	2.071299084
869	2.070510059
870	2.069889148
871	2.069074616
872	2.068441308
873	2.067810228
874	2.067157108
875	2.066776651
876	2.066500262
877	2.066292572
878	2.065557796
879	2.063806371
880	2.063413498
881	2.062455852
882	2.061707757
883	2.060809958
884	2.060048818
885	2.057992999
886	2.057260232
887	2.056646348
888	2.056247532
889	2.054505848
890	2.05366087
891	2.052696078
892	2.05214136
893	2.051421358
894	2.050543682
895	2.049878578
896	2.049560586
897	2.048594593
898	2.047494348
899	2.046699013
900	2.045944309
901	2.045025725
902	2.044758057
903	2.043542038
904	2.04321725
905	2.04224774
906	2.041921277
907	2.041380141
908	2.040649156
909	2.039091501
910	2.038528057
911	2.037996215
912	2.037299813
913	2.036812248
914	2.036156071
915	2.035546677
916	2.034683508
917	2.034264882
918	2.033987852
919	2.032599871
920	2.03171063
921	2.031133118
922	2.030644449
923	2.030009671
924	2.029681365
925	2.029282731
926	2.028847762
927	2.02841793
928	2.027653504
929	2.027130648
930	2.02667551
931	2.026017464
932	2.025155152
933	2.024904994
934	2.024413179
935	2.024107159
936	2.023651932
937	2.02275551
938	2.022164289
939	2.02163585
940	2.020829286
941	2.020256546
942	2.019090513
943	2.018266721
944	2.017933589
945	2.017445753
946	2.017105145
947	2.01664445
948	2.016263185
949	2.015375589
950	2.014722687
951	2.013899302
952	2.013658146
953	2.012719987
954	2.011844903
955	2.010976541
956	2.010188348
957	2.009696456
958	2.009115127
959	2.008150532
960	2.007512546
961	2.007018951
962	2.006394053
963	2.005981061
964	2.0054021
965	2.005157455
966	2.004355464
967	2.003797632
968	2.003477242
969	2.002737602
970	2.001707239
971	2.001251661
972	2.000510643
973	2.000224336
974	1.99982283
975	1.999077804
976	1.998532012
977	1.997688809
978	1.997361114
979	1.996562117
980	1.995875747
981	1.995065664
982	1.994683221
983	1.994255666
984	1.993357066
985	1.992749375
986	1.992060886
987	1.991485588
988	1.991029373
989	1.990398823
990	1.98988699
991	1.989350274
992	1.988483521
993	1.987761521
994	1.987007448
995	1.986580072
996	1.985835907
997	1.985569147
998	1.985081901
999	1.984606706
1000	1.984002348
1001	1.983144736
1002	1.982478042
1003	1.98237736
1004	1.981510692
1005	1.980839011
1006	1.97990293
1007	1.979478853
1008	1.978529003
1009	1.978085185
1010	1.977976606
1011	1.976929083
1012	1.976431741
1013	1.9751975
1014	1.974344999
1015	1.97363178
1016	1.972977003
1017	1.972334108
1018	1.97142353
1019	1.970678843
1020	1.969600269
1021	1.96871599
1022	1.967933774
1023	1.967276211
1024	1.966734622
1025	1.965836462
1026	1.965284975
1027	1.964938338
1028	1.964475733
1029	1.964113779
1030	1.963751644
1031	1.963243804
1032	1.962598287
1033	1.961971348
1034	1.961154886
1035	1.960685337
1036	1.959895432
1037	1.958985261
1038	1.958821039
1039	1.957821417
1040	1.957130269
1041	1.956539146
1042	1.955940461
1043	1.955588544
1044	1.954887538
1045	1.954360239
1046	1.953778032
1047	1.953315339
1048	1.952633531
1049	1.952198082
1050	1.951811248
1051	1.951233425
1052	1.950552927
1053	1.94997108
1054	1.949112752
1055	1.9486367
1056	1.948443031
1057	1.947694943
1058	1.947062605
1059	1.946375082
1060	1.945803443
1061	1.945335257
1062	1.944941318
1063	1.944258078
1064	1.943551315
1065	1.942937075
1066	1.942283933
1067	1.941499277
1068	1.94056009
1069	1.940230616
1070	1.939668429
1071	1.939413176
1072	1.938376305
1073	1.937117785
1074	1.936566977
1075	1.936424438
1076	1.935812413
1077	1.935689808
1078	1.935133811
1079	1.93482084
1080	1.93460624
1081	1.934465533
1082	1.934000624
1083	1.933382965
1084	1.932809091
1085	1.932515991
1086	1.93185043
1087	1.931209992
1088	1.931012865
1089	1.930197621
1090	1.929918388
1091	1.929592276
1092	1.929090273
1093	1.928673539
1094	1.928000503
1095	1.927690596
1096	1.927382293
1097	1.926223078
1098	1.925695905
1099	1.92483788
1100	1.924393136
1101	1.923751984
1102	1.92260981
1103	1.922191454
1104	1.921724052
1105	1.921207129
1106	1.920551649
1107	1.919372994
1108	1.918545508
1109	1.917805193
1110	1.917328816
1111	1.916776887
1112	1.91630119
1113	1.91555779
1114	1.914871504
1115	1.914339918
1116	1.913867993
1117	1.913619917
1118	1.913393097
1119	1.913124175
1120	1.912759942
1121	1.912376772
1122	1.911911001
1123	1.911711905
1124	1.911528944
1125	1.910862616
1126	1.910456136
1127	1.90991488
1128	1.909389707
1129	1.908953787
1130	1.908620059
1131	1.907789601
1132	1.907215666
1133	1.906337646
1134	1.905821191
1135	1.905367106
1136	1.904999903
1137	1.903993788
1138	1.903286369
1139	1.902740294
1140	1.902188557
1141	1.901438
1142	1.900960199
1143	1.90054138
1144	1.899983646
1145	1.899349192
1146	1.899024766
1147	1.898643279
1148	1.89788034
1149	1.896973234
1150	1.896729474
1151	1.896397032
1152	1.895558966
1153	1.895328622
1154	1.894714453
1155	1.893930115
1156	1.893388932
1157	1.89321704
1158	1.892673182
1159	1.891992643
1160	1.891399405
1161	1.890816678
1162	1.890458338
1163	1.889984191
1164	1.889712056
1165	1.889606512
1166	1.889040017
1167	1.88841687
1168	1.888031113
1169	1.887394193
1170	1.887109696
1171	1.88648624
1172	1.886068951
1173	1.885773244
1174	1.885019114
1175	1.884736886
1176	1.883949759
1177	1.883778545
1178	1.883301188
1179	1.882534729
1180	1.881950836
1181	1.881539687
1182	1.880952751
1183	1.880163227
1184	1.87956553
1185	1.87926664
1186	1.879052696
1187	1.878330207
1188	1.877928417
1189	1.877406375
1190	1.876482347
1191	1.876173314
1192	1.875558952
1193	1.87488981
1194	1.874348784
1195	1.874234001
1196	1.873996067
1197	1.873248272
1198	1.872448606
1199	1.872285836
1200	1.871579579
1201	1.871405997
1202	1.871203181
1203	1.870544997
1204	1.870143132
1205	1.869689147
1206	1.869455272
1207	1.869086985
1208	1.868367981
1209	1.868030778
1210	1.867651638
1211	1.867034981
1212	1.86639661
1213	1.865690834
1214	1.865534137
1215	1.865076172
1216	1.864284026
1217	1.864017385
1218	1.863490109
1219	1.863007585
1220	1.862819721
1221	1.861735709
1222	1.861335222
1223	1.86109506
1224	1.860708457
1225	1.860252629
1226	1.859645442
1227	1.859255724
1228	1.859121888
1229	1.858271687
1230	1.857606779
1231	1.857076122
1232	1.8565846
1233	1.85615217
1234	1.855985097
1235	1.855616241
1236	1.855249537
1237	1.854459273
1238	1.853941345
1239	1.853599036
1240	1.852931845
1241	1.852447949
1242	1.852036612
1243	1.851659493
1244	1.850820822
1245	1.849973792
1246	1.849181016
1247	1.848583542
1248	1.848125444
1249	1.847725996
1250	1.847342318
1251	1.846953409
1252	1.846517413
1253	1.845931154
1254	1.845671394
1255	1.845477065
1256	1.845172339
1257	1.84474586
1258	1.844240793
1259	1.843622447
1260	1.843219085
1261	1.842950483
1262	1.842610317
1263	1.842111715
1264	1.841821217
1265	1.841355479
1266	1.840995849
1267	1.840106406
1268	1.839029534
1269	1.838912072
1270	1.838757107
1271	1.838616164
1272	1.838086572
1273	1.837872853
1274	1.837519788
1275	1.83718096
1276	1.836795885
1277	1.836164057
1278	1.835956042
1279	1.834867902
1280	1.834558057
1281	1.833261436
1282	1.833174153
1283	1.832398976
1284	1.831632443
1285	1.831471746
1286	1.830934535
1287	1.830669761
1288	1.829931648
1289	1.828848477
1290	1.828552921
1291	1.828456456
1292	1.827982927
1293	1.827800215
1294	1.827297077
1295	1.827176088
1296	1.826923473
1297	1.82617726
1298	1.825859948
1299	1.825349529
1300	1.825075296
1301	1.824762028
1302	1.824601099
1303	1.824149365
1304	1.824082051
1305	1.823268701
1306	1.822929471
1307	1.822002476
1308	1.821352757
1309	1.821296468
1310	1.820875679
1311	1.820043104
1312	1.818870016
1313	1.818178688
1314	1.817047747
1315	1.816865075
1316	1.815743448
1317	1.815295767
1318	1.814839881
1319	1.814353511
1320	1.814137521
1321	1.813261077
1322	1.812923329
1323	1.812378834
1324	1.811879283
1325	1.811421074
1326	1.811209802
1327	1.810758935
1328	1.810607915
1329	1.81001613
1330	1.809560342
1331	1.808427005
1332	1.808217248
1333	1.80758347
1334	1.807347417
1335	1.806694655
1336	1.806275637
1337	1.805489479
1338	1.80476661
1339	1.804349779
1340	1.803721614
1341	1.803484833
1342	1.803176473
1343	1.802460407
1344	1.801898478
1345	1.801441122
1346	1.800926239
1347	1.800363372
1348	1.80008054
1349	1.799814941
1350	1.799134257
1351	1.798321925
1352	1.797944776
1353	1.79772394
1354	1.797342385
1355	1.796689675
1356	1.796345492
1357	1.796166963
1358	1.79578577
1359	1.795507196
1360	1.794622365
1361	1.793835803
1362	1.793207419
1363	1.792493384
1364	1.792153646
1365	1.791818338
1366	1.791334478
1367	1.790591707
1368	1.79049704
1369	1.790127826
1370	1.789916264
1371	1.789765297
1372	1.789457764
1373	1.789191938
1374	1.788531355
1375	1.788232575
1376	1.788011386
1377	1.787638986
1378	1.786941276
1379	1.786652677
1380	1.786267432
1381	1.785767209
1382	1.785449018
1383	1.785151794
1384	1.784772201
1385	1.784654203
1386	1.7845467
1387	1.783131837
1388	1.782970146
1389	1.782589255
1390	1.781645698
1391	1.781223967
1392	1.780618403
1393	1.780191911
1394	1.779870912
1395	1.779415309
1396	1.778900399
1397	1.778564981
1398	1.777961336
1399	1.777713994
1400	1.777518944
1401	1.77723124
1402	1.776785738
1403	1.77617429
1404	1.775941705
1405	1.775307282
1406	1.775189081
1407	1.774534232
1408	1.774028652
1409	1.773777699
1410	1.773036683
1411	1.772825871
1412	1.772441842
1413	1.771791659
1414	1.771324653
1415	1.771088457
1416	1.770486401
1417	1.770161085
1418	1.7699721
1419	1.769395086
1420	1.768739734
1421	1.768195712
1422	1.767786148
1423	1.767362997
1424	1.767164171
1425	1.766388788
1426	1.766054846
1427	1.765725025
1428	1.76560602
1429	1.764965727
1430	1.764572203
1431	1.764342932
1432	1.763782606
1433	1.762948157
1434	1.762561817
1435	1.762217465
1436	1.762188445
1437	1.761784319
1438	1.761233038
1439	1.760605432
1440	1.759806775
1441	1.759361865
1442	1.759184245
1443	1.75882768
1444	1.758266741
1445	1.757838889
1446	1.75737828
1447	1.756896452
1448	1.756714674
1449	1.75571582
1450	1.75476668
1451	1.754232824
1452	1.753997428
1453	1.753604113
1454	1.752695559
1455	1.752104626
1456	1.751826145
1457	1.751290908
1458	1.750548696
1459	1.750130943
1460	1.749895243
1461	1.749427022
1462	1.749270918
1463	1.748980907
1464	1.748733415
1465	1.748318902
1466	1.747793629
1467	1.747459009
1468	1.746706328
1469	1.746071582
1470	1.745335949
1471	1.744679746
1472	1.744295503
1473	1.743973171
1474	1.743869126
1475	1.743725798
1476	1.743307289
1477	1.741924939
1478	1.741726462
1479	1.741146304
1480	1.740269885
1481	1.739694199
1482	1.739455657
1483	1.738928061
1484	1.738801539
1485	1.738585845
1486	1.738275747
1487	1.737786243
1488	1.737679162
1489	1.73747632
1490	1.737034828
1491	1.736729393
1492	1.736300078
1493	1.735527825
1494	1.735066356
1495	1.734739281
1496	1.734452754
1497	1.734044159
1498	1.733316908
1499	1.732920847
